Código,Nombre,Descripción,Pes,Coste
TRO.I16.BRI.168.3X12,Tub rodó inox 316 brillant 168.3x12,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB ROD 16 BRILL,48.15,7.4
TRO.I16.BRI.168.3X12.5,Tub rodó inox 316 brillant 168.3x12.5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB ROD 16 BRILL,49.92,7.4
TRO.CO.50X2,Tub rodó ferro corten 50x2,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS ROD COR,2.46,4.4
TRO.GA.20X1,Tub rodó ferro galva 20x1,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS ROD GV,0.5,2.1
TRO.GA.20X1.5,Tub rodó ferro galva 20x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS ROD GV,0.71,2.1
TRO.GA.20X2,Tub rodó ferro galva 20x2,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS ROD GV,0.92,2.1
TRO.GA.22X1,Tub rodó ferro galva 22x1,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS ROD GV,0.5,2.1
TRO.GA.22X1.5,Tub rodó ferro galva 22x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS ROD GV,0.79,2.1
TRO.GA.22X2,Tub rodó ferro galva 22x2,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS ROD GV,1.03,2.1
TRO.GA.25X1,Tub rodó ferro galva 25x1,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS ROD GV,0.6,2.1
TRO.GA.25X1.5,Tub rodó ferro galva 25x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS ROD GV,0.9,2.1
TRO.GA.25X2,Tub rodó ferro galva 25x2,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS ROD GV,1.18,2.1
TRO.GA.28X1,Tub rodó ferro galva 28x1,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS ROD GV,0.7,2.1
TRO.GA.28X1.5,Tub rodó ferro galva 28x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS ROD GV,1.02,2.1
TRO.GA.30X1,Tub rodó ferro galva 30x1,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS ROD GV,0.7,2.1
TRO.GA.30X1.5,Tub rodó ferro galva 30x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS ROD GV,1.09,2.1
TRO.GA.30X2,Tub rodó ferro galva 30x2,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS ROD GV,1.44,2.1
TRO.GA.32X1,Tub rodó ferro galva 32x1,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS ROD GV,0.8,2.1
TRO.GA.32X1.5,Tub rodó ferro galva 32x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS ROD GV,1.18,2.1
TRO.GA.35X1,Tub rodó ferro galva 35x1,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS ROD GV,0.9,2.1
TRO.GA.35X1.5,Tub rodó ferro galva 35x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS ROD GV,1.29,2.1
TRO.GA.35X2,Tub rodó ferro galva 35x2,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS ROD GV,1.7,2.1
TRO.GA.38X1,Tub rodó ferro galva 38x1,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS ROD GV,1,2.1
TRO.GA.38X1.5,Tub rodó ferro galva 38x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS ROD GV,1.4,2.1
TRO.GA.40X1,Tub rodó ferro galva 40x1,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS ROD GV,1,2.1
TRO.GA.40X1.5,Tub rodó ferro galva 40x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS ROD GV,1.48,2.1
TRO.GA.40X2,Tub rodó ferro galva 40x2,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS ROD GV,1.94,2.1
TRO.GA.42X1,Tub rodó ferro galva 42x1,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS ROD GV,1.1,2.1
TRO.GA.42X1.5,Tub rodó ferro galva 42x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS ROD GV,1.56,2.1
TRO.GA.42X2,Tub rodó ferro galva 42x2,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS ROD GV,2.05,2.1
TRO.GA.43X1,Tub rodó ferro galva 43x1,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS ROD GV,1.1,2.1
TRO.GA.43X1.5,Tub rodó ferro galva 43x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS ROD GV,1.56,2.1
TRO.GA.43X2,Tub rodó ferro galva 43x2,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS ROD GV,2.05,2.1
TRO.GA.45X1,Tub rodó ferro galva 45x1,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS ROD GV,1.1,2.1
TRO.GA.45X1.5,Tub rodó ferro galva 45x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS ROD GV,1.67,2.1
TRO.GA.45X2,Tub rodó ferro galva 45x2,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS ROD GV,2.2,2.1
TRO.GA.48X1,Tub rodó ferro galva 48x1,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS ROD GV,1.2,2.1
TRO.GA.48X1.5,Tub rodó ferro galva 48x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS ROD GV,1.79,2.1
TRO.GA.48X2,Tub rodó ferro galva 48x2,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS ROD GV,2.36,2.1
TRO.GA.48.3X3,Tub rodó ferro galva 48.3x3,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS ROD GV,3.48,2.1
TRO.GA.50X1,Tub rodó ferro galva 50x1,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS ROD GV,1.3,2.1
TRO.GA.50X1.5,Tub rodó ferro galva 50x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS ROD GV,1.86,2.1
TRO.GA.50X2,Tub rodó ferro galva 50x2,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS ROD GV,2.46,2.1
TRO.GA.50X3,Tub rodó ferro galva 50x3,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS ROD GV,3.62,2.1
TRO.GA.60X1,Tub rodó ferro galva 60x1,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS ROD GV,1.5,2.1
TRO.GA.60X1.5,Tub rodó ferro galva 60x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS ROD GV,2.25,2.1
TRO.GA.60X2,Tub rodó ferro galva 60x2,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS ROD GV,2.97,2.1
TRO.GA.60.3X3,Tub rodó ferro galva 60.3x3,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS ROD GV,4.41,2.1
TRO.GA.70X1.5,Tub rodó ferro galva 70x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS ROD GV,2.63,2.1
TRO.GA.70X2,Tub rodó ferro galva 70x2,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS ROD GV,3.48,2.1
TRO.GA.76.1X3,Tub rodó ferro galva 76.1x3,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS ROD GV,5.63,2.1
TRO.GA.80X1.5,Tub rodó ferro galva 80x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS ROD GV,3.02,2.1
TRO.GA.80X2,Tub rodó ferro galva 80x2,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS ROD GV,4,2.1
TRO.GA.80X3,Tub rodó ferro galva 80x3,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS ROD GV,5.93,2.1
TRO.GA.90X1.5,Tub rodó ferro galva 90x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS ROD GV,3.4,2.1
TRO.GA.90X2,Tub rodó ferro galva 90x2,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS ROD GV,4.51,2.1
TRO.GA.90X3,Tub rodó ferro galva 90x3,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS ROD GV,6.7,2.1
TRO.GA.100X2,Tub rodó ferro galva 100x2,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS ROD GV,5.02,2.1
TRO.GA.100X3,Tub rodó ferro galva 100x3,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS ROD GV,7.47,2.1
TRE.FN.20X15X1,Tub rectangular ferro negre 20x15x1,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,0.54,1.8
TRE.FN.20X15X1.5,Tub rectangular ferro negre 20x15x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,0.78,1.8
TRE.FN.25X10X1,Tub rectangular ferro negre 25x10x1,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,0.54,1.8
TRE.FN.25X10X1.5,Tub rectangular ferro negre 25x10x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,0.78,1.8
TRE.FN.25X15X1,Tub rectangular ferro negre 25x15x1,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,0.62,1.8
TRE.FN.25X15X1.5,Tub rectangular ferro negre 25x15x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,0.9,1.8
TRE.FN.30X10X1,Tub rectangular ferro negre 30x10x1,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,0.62,1.8
TRE.FN.30X10X1.5,Tub rectangular ferro negre 30x10x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,0.9,1.8
TRE.FN.30X15X1,Tub rectangular ferro negre 30x15x1,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,0.7,1.8
TRE.FN.30X15X1.5,Tub rectangular ferro negre 30x15x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,1.02,1.8
TRE.FN.30X20X1,Tub rectangular ferro negre 30x20x1,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,0.78,1.8
TRE.FN.30X20X1.5,Tub rectangular ferro negre 30x20x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,1.14,1.8
TRE.FN.30X20X2,Tub rectangular ferro negre 30x20x2,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,1.5,1.8
TRE.FN.35X10X1,Tub rectangular ferro negre 35x10x1,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,0.7,1.8
TRE.FN.35X10X1.5,Tub rectangular ferro negre 35x10x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,1.02,1.8
TRE.FN.35X15X1,Tub rectangular ferro negre 35x15x1,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,0.78,1.8
TRE.FN.35X15X1.5,Tub rectangular ferro negre 35x15x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,1.14,1.8
TRE.FN.35X20X1,Tub rectangular ferro negre 35x20x1,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,0.87,1.8
TRE.FN.35X20X1.5,Tub rectangular ferro negre 35x20x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,1.27,1.8
TRE.FN.35X25X1,Tub rectangular ferro negre 35x25x1,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,0.95,1.8
TRE.FN.35X25X1.5,Tub rectangular ferro negre 35x25x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,1.39,1.8
TRE.FN.40X10X1,Tub rectangular ferro negre 40x10x1,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,0.78,1.8
TRE.FN.40X10X1.5,Tub rectangular ferro negre 40x10x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,1.14,1.8
TRE.FN.40X15X1,Tub rectangular ferro negre 40x15x1,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,0.87,1.8
TRE.FN.40X15X1.5,Tub rectangular ferro negre 40x15x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,1.27,1.8
TRE.FN.40X20X1,Tub rectangular ferro negre 40x20x1,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,0.95,1.8
TRE.FN.40X20X1.5,Tub rectangular ferro negre 40x20x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,1.39,1.8
TRE.FN.40X20X2,Tub rectangular ferro negre 40x20x2,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,1.82,1.8
TRE.FN.40X25X1,Tub rectangular ferro negre 40x25x1,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,1.03,1.8
TRE.FN.40X25X1.5,Tub rectangular ferro negre 40x25x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,1.52,1.8
TRE.FN.40X25X2,Tub rectangular ferro negre 40x25x2,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,1.99,1.8
TRE.FN.40X25X3,Tub rectangular ferro negre 40x25x3,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,2.7,1.8
TRE.FN.40X30X1,Tub rectangular ferro negre 40x30x1,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,1.1,1.8
TRE.FN.40X30X1.5,Tub rectangular ferro negre 40x30x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,1.63,1.8
TRE.FN.40X30X2,Tub rectangular ferro negre 40x30x2,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,2.15,1.8
TRE.FN.40X30X3,Tub rectangular ferro negre 40x30x3,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,2.94,1.8
TRE.FN.45X10X1,Tub rectangular ferro negre 45x10x1,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,1.27,1.8
TRE.FN.45X10X1.5,Tub rectangular ferro negre 45x10x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,1.65,1.8
TRE.FN.45X15X1,Tub rectangular ferro negre 45x15x1,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,0.95,1.8
TRE.FN.45X15X1.5,Tub rectangular ferro negre 45x15x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,1.39,1.8
TRE.FN.45X20X1,Tub rectangular ferro negre 45x20x1,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,1.52,1.8
TRE.FN.45X20X1.5,Tub rectangular ferro negre 45x20x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,1.99,1.8
TRE.FN.45X25X1,Tub rectangular ferro negre 45x25x1,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,1.63,1.8
TRE.FN.45X25X1.5,Tub rectangular ferro negre 45x25x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,2.15,1.8
TRE.FN.45X30X1,Tub rectangular ferro negre 45x30x1,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,1.76,1.8
TRE.FN.45X30X1.5,Tub rectangular ferro negre 45x30x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,2.31,1.8
TRE.FN.50X10X1,Tub rectangular ferro negre 50x10x1,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,0.95,1.8
TRE.FN.50X10X1.5,Tub rectangular ferro negre 50x10x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,1.39,1.8
TRE.FN.50X15X1,Tub rectangular ferro negre 50x15x1,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,1.03,1.8
TRE.FN.50X15X1.5,Tub rectangular ferro negre 50x15x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,1.52,1.8
TRE.FN.50X20X1.5,Tub rectangular ferro negre 50x20x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,1.63,1.8
TRE.FN.50X20X2,Tub rectangular ferro negre 50x20x2,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,2.15,1.8
TRE.FN.50X25X1.5,Tub rectangular ferro negre 50x25x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,1.76,1.8
TRE.FN.50X25X2,Tub rectangular ferro negre 50x25x2,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,2.31,1.8
TRE.FN.50X25X3,Tub rectangular ferro negre 50x25x3,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,3.19,1.8
TRE.FN.50X30X1.5,Tub rectangular ferro negre 50x30x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,1.88,1.8
TRE.FN.50X30X2,Tub rectangular ferro negre 50x30x2,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,2.47,1.8
TRE.FN.50X30X3,Tub rectangular ferro negre 50x30x3,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,3.43,1.8
TRE.FN.50X30X4,Tub rectangular ferro negre 50x30x4,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,4.37,1.8
TRE.FN.50X40X1.5,Tub rectangular ferro negre 50x40x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,2.13,1.8
TRE.FN.50X40X2,Tub rectangular ferro negre 50x40x2,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,2.8,1.8
TRE.FN.50X40X3,Tub rectangular ferro negre 50x40x3,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,3.92,1.8
TRE.FN.50X40X4,Tub rectangular ferro negre 50x40x4,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,5.02,1.8
TRE.FN.60X10X1.5,Tub rectangular ferro negre 60x10x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,1.63,1.8
TRE.FN.60X10X2,Tub rectangular ferro negre 60x10x2,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,2.15,1.8
TRE.FN.60X15X1.5,Tub rectangular ferro negre 60x15x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,1.76,1.8
TRE.FN.60X15X2,Tub rectangular ferro negre 60x15x2,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,2.31,1.8
TRE.FN.60X20X1.5,Tub rectangular ferro negre 60x20x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,1.88,1.8
TRE.FN.60X20X2,Tub rectangular ferro negre 60x20x2,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,2.48,1.8
TRE.FN.60X20X3,Tub rectangular ferro negre 60x20x3,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,3.43,1.8
TRE.FN.60X30X1.5,Tub rectangular ferro negre 60x30x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,2.13,1.8
TRE.FN.60X30X2,Tub rectangular ferro negre 60x30x2,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,2.8,1.8
TRE.FN.60X30X3,Tub rectangular ferro negre 60x30x3,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,3.92,1.8
TRE.FN.60X30X4,Tub rectangular ferro negre 60x30x4,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,5.02,1.8
TRE.FN.60X40X1.5,Tub rectangular ferro negre 60x40x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,2.37,1.8
TRE.FN.60X40X2,Tub rectangular ferro negre 60x40x2,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,3.13,1.8
TRE.FN.60X40X3,Tub rectangular ferro negre 60x40x3,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,4.42,1.8
TRE.FN.60X40X4,Tub rectangular ferro negre 60x40x4,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,5.67,1.8
TRE.FN.60X40X5,Tub rectangular ferro negre 60x40x5,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,6.82,1.8
TRE.FN.70X20X1.5,Tub rectangular ferro negre 70x20x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,2.13,1.8
TRE.FN.70X20X2,Tub rectangular ferro negre 70x20x2,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,2.8,1.8
TRE.FN.70X30X1.5,Tub rectangular ferro negre 70x30x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,2.37,1.8
TRE.FN.70X30X2,Tub rectangular ferro negre 70x30x2,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,3.13,1.8
TRE.FN.70X40X1.5,Tub rectangular ferro negre 70x40x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,2.64,1.8
TRE.FN.70X40X2,Tub rectangular ferro negre 70x40x2,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,3.45,1.8
TRE.FN.70X40X3,Tub rectangular ferro negre 70x40x3,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,4.91,1.8
TRE.FN.70X50X1.5,Tub rectangular ferro negre 70x50x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,2.87,1.8
TRE.FN.70X50X2,Tub rectangular ferro negre 70x50x2,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,3.79,1.8
TRE.FN.70X50X3,Tub rectangular ferro negre 70x50x3,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,5.4,1.8
TRE.FN.80X20X1.5,Tub rectangular ferro negre 80x20x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,2.37,1.8
TRE.FN.80X20X2,Tub rectangular ferro negre 80x20x2,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,3.13,1.8
TRE.FN.80X30X1.5,Tub rectangular ferro negre 80x30x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,2.64,1.8
TRE.FN.80X30X2,Tub rectangular ferro negre 80x30x2,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,3.45,1.8
TRE.FN.80X30X3,Tub rectangular ferro negre 80x30x3,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,4.91,1.8
TRE.FN.80X40X1.5,Tub rectangular ferro negre 80x40x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,2.87,1.8
TRE.FN.80X40X2,Tub rectangular ferro negre 80x40x2,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,3.79,1.8
TRE.FN.80X40X3,Tub rectangular ferro negre 80x40x3,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,5.4,1.8
TRE.FN.80X40X4,Tub rectangular ferro negre 80x40x4,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,6.98,1.8
TRE.FN.80X40X5,Tub rectangular ferro negre 80x40x5,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,8.46,1.8
TRE.FN.80X45X3,Tub rectangular ferro negre 80x45x3,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,5.64,1.8
TRE.FN.80X45X4,Tub rectangular ferro negre 80x45x4,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,7.3,1.8
TRE.FN.80X50X1.5,Tub rectangular ferro negre 80x50x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,3.14,1.8
TRE.FN.80X50X2,Tub rectangular ferro negre 80x50x2,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,4.11,1.8
TRE.FN.80X50X3,Tub rectangular ferro negre 80x50x3,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,5.89,1.8
TRE.FN.80X60X1.5,Tub rectangular ferro negre 80x60x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,3.37,1.8
TRE.FN.80X60X2,Tub rectangular ferro negre 80x60x2,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,4.43,1.8
TRE.FN.80X60X3,Tub rectangular ferro negre 80x60x3,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,6.38,1.8
TRE.FN.80X60X4,Tub rectangular ferro negre 80x60x4,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,8.29,1.8
TRE.FN.90X20X1.5,Tub rectangular ferro negre 90x20x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,2.64,1.8
TRE.FN.90X20X2,Tub rectangular ferro negre 90x20x2,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,3.53,1.8
TRE.FN.90X30X1.5,Tub rectangular ferro negre 90x30x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,2.87,1.8
TRE.FN.90X30X2,Tub rectangular ferro negre 90x30x2,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,3.79,1.8
TRE.FN.90X40X1.5,Tub rectangular ferro negre 90x40x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,3.14,1.8
TRE.FN.90X40X2,Tub rectangular ferro negre 90x40x2,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,4.11,1.8
TRE.FN.90X40X3,Tub rectangular ferro negre 90x40x3,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/TUBS RECT FN,5.89,1.8
